,gene_id,gene_symbol,gene_entrez,gene_desc,hos_log2FC,hos_padj,hos_rank,os17_log2FC,os17_padj,os17_rank,rank_sum,gene_rank
2430,ENSG00000169764,UGP2,7360,UDP-glucose pyrophosphorylase 2,-0.593755753,2.26E-21,2311,-0.532364316,8.41E-08,3008,5319,2762
1724,ENSG00000170043,TRAPPC1,58485,trafficking protein particle complex subunit 1,-0.762560855,1.96E-36,1605,-0.473451887,6.71E-05,3717,5322,2763
3978,ENSG00000139438,FAM222A,84915,family with sequence similarity 222 member A,-0.934966782,1.53E-06,3859,-1.684544523,9.16E-22,1464,5323,2764
3610,ENSG00000205208,C4orf46,201725,chromosome 4 open reading frame 46,-0.446052878,4.25E-09,3491,-1.643169501,1.07E-16,1833,5324,2765
2889,ENSG00000162300,ZFPL1,7542,zinc finger protein like 1,0.50782354,1.34E-15,2770,0.686434371,2.49E-10,2555,5325,2766
2896,ENSG00000176720,BOK,666,BCL2 family apoptosis regulator BOK,-0.425961159,1.68E-15,2777,-0.688320162,2.17E-10,2549,5326,2767
4481,ENSG00000169375,SIN3A,25942,SIN3 transcription regulator family member A,-0.129641621,0.000410416,4362,-0.773894722,2.16E-33,969,5331,2768
3904,ENSG00000034677,RNF19A,25897,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",0.275447742,5.17E-07,3785,0.890939373,1.47E-20,1547,5332,2769
3841,ENSG00000093009,CDC45,8318,cell division cycle 45,-0.445074304,2.15E-07,3722,-2.303556564,1.54E-19,1611,5333,2770
1250,ENSG00000033170,FUT8,2530,fucosyltransferase 8,-1.306842511,2.04E-52,1131,-0.798398496,0.00118074,4204,5335,2771
4598,ENSG00000248098,BCKDHA,593,branched chain keto acid dehydrogenase E1 subunit alpha,-0.213201105,0.001322852,4479,-1.565123554,2.30E-37,857,5336,2772
2626,ENSG00000233024,NPIPA5,100288332,nuclear pore complex interacting protein family member A5,1.965846816,1.35E-18,2507,1.836681119,9.08E-09,2830,5337,2773
2274,ENSG00000028528,SNX1,6642,sorting nexin 1,-0.426529733,1.16E-23,2155,-0.501189366,5.38E-07,3182,5337,2774
3126,ENSG00000112852,PCDHB2,56133,protocadherin beta 2,-1.828615645,3.41E-13,3007,-1.251725638,4.85E-12,2333,5340,2775
1488,ENSG00000140471,LINS1,55180,lines homolog 1,1.494667907,2.91E-43,1369,0.704324109,0.000340454,3971,5340,2776
3958,ENSG00000111726,CMAS,55907,cytidine monophosphate N-acetylneuraminic acid synthetase,-0.371114194,1.08E-06,3839,-0.719360654,2.79E-21,1503,5342,2777
3240,ENSG00000164346,NSA2,10412,NSA2 ribosome biogenesis factor,-0.445907462,4.68E-12,3121,-0.619923582,4.59E-13,2221,5342,2778
4951,ENSG00000188486,H2AX,3014,H2A.X variant histone,-0.095055425,0.021308705,4832,-1.630844352,2.64E-55,511,5343,2779
1224,ENSG00000104763,ASAH1,427,N-acylsphingosine amidohydrolase 1,-0.953683919,1.49E-53,1105,-0.484191089,0.001533882,4239,5344,2780
3117,ENSG00000203760,CENPW,387103,centromere protein W,-1.128353201,2.82E-13,2998,-1.712736279,6.74E-12,2349,5347,2781
2194,ENSG00000107175,CREB3,10488,cAMP responsive element binding protein 3,0.736872234,4.18E-25,2075,0.724766062,1.37E-06,3273,5348,2782
3883,ENSG00000204344,STK19,8859,serine/threonine kinase 19,0.958956009,3.87E-07,3764,1.34206542,6.79E-20,1585,5349,2783
2895,ENSG00000167778,SPRYD3,84926,SPRY domain containing 3,0.691560803,1.62E-15,2776,0.990239669,3.08E-10,2573,5349,2784
727,ENSG00000175550,DRAP1,10589,DR1 associated protein 1,0.977067448,1.23E-86,608,0.1946402,0.0176327,4743,5351,2785
4581,ENSG00000143401,ANP32E,81611,acidic nuclear phosphoprotein 32 family member E,-0.183131077,0.001165254,4462,-1.263011113,2.96E-36,890,5352,2786
3806,ENSG00000121879,PIK3CA,5290,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",0.299233786,1.39E-07,3687,0.662515233,7.49E-19,1665,5352,2787
3708,ENSG00000198648,STK39,27347,serine/threonine kinase 39,0.305660038,2.45E-08,3589,0.584019064,1.58E-17,1763,5352,2788
588,ENSG00000114115,RBP1,5947,retinol binding protein 1,-2.352829339,2.22E-104,469,-0.936799527,0.030588746,4883,5352,2789
1291,ENSG00000125249,RAP2A,5911,"RAP2A, member of RAS oncogene family",-1.02469201,2.15E-50,1172,-0.244240642,0.001071761,4181,5353,2790
3362,ENSG00000131931,THAP1,55145,THAP domain containing 1,0.605592713,7.76E-11,3243,0.862247777,6.13E-14,2115,5358,2791
3320,ENSG00000109738,GLRB,2743,glycine receptor beta,-0.626912936,3.03E-11,3201,-1.127960057,1.27E-13,2157,5358,2792
3436,ENSG00000137942,FNBP1L,54874,formin binding protein 1 like,-0.960770889,2.85E-10,3317,-0.741942224,1.40E-14,2042,5359,2793
1614,ENSG00000100711,ZFYVE21,79038,zinc finger FYVE-type containing 21,-0.963288694,1.87E-39,1495,-0.818844365,0.000177888,3864,5359,2794
1642,ENSG00000143363,PRUNE1,58497,prune exopolyphosphatase 1,-0.773396161,1.02E-38,1523,-0.411967573,0.000150643,3837,5360,2795
2119,ENSG00000179820,MYADM,91663,myeloid associated differentiation marker,-0.758970865,1.49E-26,2000,-0.346748514,3.52E-06,3361,5361,2796
2196,ENSG00000105793,GTPBP10,85865,GTP binding protein 10,2.356785507,4.40E-25,2077,2.043755698,1.65E-06,3287,5364,2797
3868,ENSG00000132768,DPH2,1802,diphthamide biosynthesis 2,0.476078525,3.15E-07,3749,0.817272013,1.72E-19,1617,5366,2798
3423,ENSG00000106638,TBL2,26608,transducin beta like 2,0.777962371,2.52E-10,3304,0.876998164,2.20E-14,2063,5367,2799
914,ENSG00000136274,NACAD,23148,NAC alpha domain containing,-1.431518984,5.03E-71,795,-0.483876334,0.008466617,4572,5367,2800
3941,ENSG00000105245,NUMBL,9253,NUMB like endocytic adaptor protein,-0.392178686,8.23E-07,3822,-0.964915067,1.45E-20,1546,5368,2801
2571,ENSG00000167863,ATP5PD,10476,ATP synthase peripheral stalk subunit d,-0.519084784,1.82E-19,2452,-0.49172534,2.89E-08,2919,5371,2802
2406,ENSG00000114988,LMAN2L,81562,"lectin, mannose binding 2 like",-0.652889544,1.03E-21,2287,-0.803992547,1.85E-07,3084,5371,2803
2137,ENSG00000158805,ZNF276,92822,zinc finger protein 276,0.707250171,3.27E-26,2018,1.082377377,3.26E-06,3353,5371,2804
1770,ENSG00000147996,ZNG1E,220869,Zn regulated GTPase metalloprotein activator 1E,0.708151277,4.19E-35,1651,0.620496167,7.06E-05,3725,5376,2805
3158,ENSG00000164062,APEH,327,acylaminoacyl-peptide hydrolase,-0.60133,8.48E-13,3039,-0.669661433,5.03E-12,2338,5377,2806
3014,ENSG00000065150,IPO5,3843,importin 5,-0.496560571,3.13E-14,2895,-0.565797253,6.52E-11,2484,5379,2807
2657,ENSG00000265491,RNF115,27246,ring finger protein 115,-0.381513685,3.68E-18,2538,-0.63971583,1.03E-08,2841,5379,2808
3882,ENSG00000171612,SLC25A33,84275,solute carrier family 25 member 33,0.395769632,3.81E-07,3763,1.549473918,1.87E-19,1623,5386,2809
1556,ENSG00000162433,AK4,205,adenylate kinase 4,-0.64221297,2.61E-41,1437,-0.384887614,0.000300709,3949,5386,2810
1410,ENSG00000188613,NANOS1,340719,nanos C2HC-type zinc finger 1,-2.065562031,7.90E-46,1291,-1.456917277,0.000651976,4095,5386,2811
4504,ENSG00000181409,AATK,9625,apoptosis associated tyrosine kinase,-0.814606636,0.000520689,4385,-1.22762336,3.47E-32,1003,5388,2812
4106,ENSG00000169087,HSPBAP1,79663,HSPB1 associated protein 1,0.658351724,8.44E-06,3987,1.509757672,1.01E-22,1401,5388,2813
2167,ENSG00000160218,TRAPPC10,7109,trafficking protein particle complex subunit 10,0.610349348,1.19E-25,2048,0.568116124,3.07E-06,3345,5393,2814
2052,ENSG00000083845,RPS5,6193,ribosomal protein S5,-0.712356746,3.58E-28,1933,-0.450420995,9.05E-06,3463,5396,2815
1499,ENSG00000096872,IFT74,80173,intraflagellar transport 74,0.975893732,1.26E-42,1380,0.74998806,0.0004299,4018,5398,2816
3385,ENSG00000126524,SBDS,51119,SBDS ribosome maturation factor,0.57883618,1.10E-10,3266,0.645742681,8.78E-14,2134,5400,2817
3178,ENSG00000130748,TMEM160,54958,transmembrane protein 160,-1.21119434,1.40E-12,3059,-1.640826601,5.35E-12,2341,5400,2818
2699,ENSG00000109445,ZNF330,27309,zinc finger protein 330,0.567653287,1.14E-17,2580,0.604382285,8.30E-09,2823,5403,2819
2091,ENSG00000086589,RBM22,55696,RNA binding motif protein 22,0.501668437,3.25E-27,1972,0.419446099,7.28E-06,3434,5406,2820
4761,ENSG00000075391,RASAL2,9462,RAS protein activator like 2,0.158498144,0.004479656,4642,1.617071418,3.15E-41,766,5408,2821
1083,ENSG00000173068,BNC2,54796,basonuclin 2,-1.860411253,2.00E-61,964,-0.418801357,0.00483863,4447,5411,2822
2133,ENSG00000130559,CAMSAP1,157922,calmodulin regulated spectrin associated protein 1,0.836979073,2.72E-26,2014,0.585809787,5.11E-06,3399,5413,2823
4052,ENSG00000080031,PTPRH,5794,protein tyrosine phosphatase receptor type H,0.757649119,4.18E-06,3933,1.598471038,1.46E-21,1482,5415,2824
2333,ENSG00000171928,TVP23B,51030,trans-golgi network vesicle protein 23 homolog B,1.024792904,1.17E-22,2214,1.151124792,7.05E-07,3201,5415,2825
1294,ENSG00000081177,EXD2,55218,exonuclease 3'-5' domain containing 2,-0.854745966,2.81E-50,1175,-0.342475694,0.001538785,4240,5415,2826
3512,ENSG00000163832,ELP6,54859,elongator acetyltransferase complex subunit 6,-0.50200988,1.06E-09,3393,-1.189857767,8.94E-15,2024,5417,2827
2458,ENSG00000185920,PTCH1,5727,patched 1,-1.320916268,8.08E-21,2339,-1.119860235,1.74E-07,3078,5417,2828
732,ENSG00000080345,RIF1,55183,replication timing regulatory factor 1,0.857298964,4.99E-86,613,0.269545124,0.023069406,4804,5417,2829
3471,ENSG00000049323,LTBP1,4052,latent transforming growth factor beta binding protein 1,-1.756543463,5.33E-10,3352,-0.953888494,2.36E-14,2066,5418,2830
4151,ENSG00000105379,ETFB,2109,electron transfer flavoprotein subunit beta,-0.566108016,1.33E-05,4032,-0.996193301,5.12E-23,1387,5419,2831
3561,ENSG00000141378,PTRH2,51651,peptidyl-tRNA hydrolase 2,0.479586392,2.36E-09,3442,0.754199278,2.81E-15,1978,5420,2832
4382,ENSG00000102384,CENPI,2491,centromere protein I,-0.568937274,0.00017125,4263,-2.68247899,3.70E-28,1158,5421,2833
2906,ENSG00000197885,NKIRAS1,28512,NFKB inhibitor interacting Ras like 1,0.711142351,1.96E-15,2787,0.95066865,6.85E-10,2634,5421,2834
2157,ENSG00000141499,WRAP53,55135,WD repeat containing antisense to TP53,-0.903547004,8.21E-26,2038,-0.917567463,4.43E-06,3383,5421,2835
2219,ENSG00000171953,ATPAF2,91647,ATP synthase mitochondrial F1 complex assembly factor 2,-0.690037613,1.30E-24,2100,-0.617017362,2.50E-06,3323,5423,2836
3393,ENSG00000136940,PDCL,5082,phosducin like,-0.419013635,1.29E-10,3274,-0.882293473,1.17E-13,2153,5427,2837
2262,ENSG00000105186,ANKRD27,84079,ankyrin repeat domain 27,0.601093452,6.13E-24,2143,0.396187476,1.57E-06,3285,5428,2838
4886,ENSG00000164086,DUSP7,1849,dual specificity phosphatase 7,0.182932045,0.013150486,4767,1.15634702,1.60E-45,664,5431,2839
2849,ENSG00000181035,SLC25A42,284439,solute carrier family 25 member 42,-1.049942825,5.77E-16,2730,-1.459448851,2.09E-09,2704,5434,2840
2217,ENSG00000154723,ATP5PF,522,ATP synthase peripheral stalk subunit F6,-0.619501627,1.20E-24,2098,-0.369643998,2.82E-06,3336,5434,2841
4214,ENSG00000111845,PAK1IP1,55003,PAK1 interacting protein 1,0.430199035,3.04E-05,4095,0.888676076,4.86E-24,1340,5435,2842
3752,ENSG00000148308,GTF3C5,9328,general transcription factor IIIC subunit 5,-0.240852663,5.27E-08,3633,-0.594784509,6.22E-17,1803,5436,2843
1743,ENSG00000130165,ELOF1,84337,elongation factor 1,-0.736787056,9.62E-36,1624,-0.447198815,0.000134289,3812,5436,2844
3328,ENSG00000113141,IK,3550,IK cytokine,-0.412702994,3.58E-11,3209,-0.62487544,5.99E-13,2229,5438,2845
2453,ENSG00000120913,PDLIM2,64236,PDZ and LIM domain 2,-0.98365064,5.53E-21,2334,-0.781621222,2.42E-07,3104,5438,2846
1657,ENSG00000141965,FEM1A,55527,fem-1 homolog A,0.687804617,3.30E-38,1538,0.376533756,0.000227888,3900,5438,2847
1654,ENSG00000117523,PRRC2C,23215,proline rich coiled-coil 2C,0.663769243,2.92E-38,1535,0.531790577,0.000233594,3904,5439,2848
3805,ENSG00000123975,CKS2,1164,CDC28 protein kinase regulatory subunit 2,-0.367879401,1.33E-07,3686,-0.733184973,1.14E-17,1754,5440,2849
3952,ENSG00000141510,TP53,7157,tumor protein p53,0.202265529,9.74E-07,3833,0.765860989,1.46E-19,1609,5442,2850
2396,ENSG00000064313,TAF2,6873,TATA-box binding protein associated factor 2,0.479184962,7.77E-22,2277,0.40268626,4.30E-07,3165,5442,2851
1162,ENSG00000112541,PDE10A,10846,phosphodiesterase 10A,1.497938593,1.95E-56,1043,0.484875119,0.00368561,4400,5443,2852
1866,ENSG00000116871,MAP7D1,55700,MAP7 domain containing 1,0.438963808,2.00E-32,1747,0.342873784,5.67E-05,3698,5445,2853
4988,ENSG00000139800,ZIC5,85416,Zic family member 5,0.253563515,0.027698248,4869,2.08841884,7.51E-51,578,5447,2854
2249,ENSG00000148331,ASB6,140459,ankyrin repeat and SOCS box containing 6,0.529888932,4.21E-24,2130,0.409896032,2.38E-06,3317,5447,2855
3421,ENSG00000248487,ABHD14A,25864,abhydrolase domain containing 14A,-0.769223972,2.49E-10,3302,-2.0523635,1.06E-13,2147,5449,2856
2876,ENSG00000089597,GANAB,23193,glucosidase II alpha subunit,-0.222112633,1.10E-15,2757,-0.35928311,1.63E-09,2693,5450,2857
1363,ENSG00000048471,SNX29,92017,sorting nexin 29,-1.360170756,1.05E-47,1244,-0.541490691,0.001205609,4207,5451,2858
869,ENSG00000006125,AP2B1,163,adaptor related protein complex 2 subunit beta 1,-0.662270287,1.34E-74,750,-0.16438697,0.014267046,4701,5451,2859
2250,ENSG00000172890,NADSYN1,55191,NAD synthetase 1,-0.951792232,4.21E-24,2131,-0.761836691,2.49E-06,3321,5452,2860
2056,ENSG00000105372,RPS19,6223,ribosomal protein S19,-0.48542989,4.10E-28,1937,-0.418045646,1.50E-05,3516,5453,2861
1903,ENSG00000131174,COX7B,1349,cytochrome c oxidase subunit 7B,-0.571291147,1.38E-31,1784,-0.425584304,4.87E-05,3669,5453,2862
1838,ENSG00000142409,ZNF787,126208,zinc finger protein 787,0.778357888,3.14E-33,1719,0.447500324,7.95E-05,3736,5455,2863
1806,ENSG00000187676,B3GLCT,145173,beta 3-glucosyltransferase,-1.184124093,5.53E-34,1687,-0.730781216,0.000105818,3770,5457,2864
4660,ENSG00000112851,ERBIN,55914,erbb2 interacting protein,0.118495869,0.002042272,4541,0.964891365,3.86E-35,917,5458,2865
3647,ENSG00000107679,PLEKHA1,59338,pleckstrin homology domain containing A1,-0.407756458,9.52E-09,3528,-0.932600298,9.98E-16,1930,5458,2866
3270,ENSG00000065000,AP3D1,8943,adaptor related protein complex 3 subunit delta 1,0.174130183,1.07E-11,3151,0.342850484,3.41E-12,2311,5462,2867
3006,ENSG00000099797,TECR,9524,"trans-2,3-enoyl-CoA reductase",-1.362397104,2.54E-14,2887,-2.528636235,3.14E-10,2576,5463,2868
3304,ENSG00000005884,ITGA3,3675,integrin subunit alpha 3,0.584958776,2.12E-11,3185,0.924266448,1.50E-12,2279,5464,2869
2510,ENSG00000105290,APLP1,333,amyloid beta precursor like protein 1,-1.445545106,3.75E-20,2391,-0.789603961,1.66E-07,3073,5464,2870
858,ENSG00000175906,ARL4D,379,ADP ribosylation factor like GTPase 4D,1.696843829,3.60E-75,739,0.753726801,0.015830307,4727,5466,2871
2237,ENSG00000111669,TPI1,7167,triosephosphate isomerase 1,-1.414762333,2.44E-24,2118,-1.80398744,3.18E-06,3349,5467,2872
1703,ENSG00000198816,ZNF358,140467,zinc finger protein 358,-0.909439033,5.11E-37,1584,-0.465837113,0.000211405,3883,5467,2873
3811,ENSG00000069998,HDHD5,27440,haloacid dehalogenase like hydrolase domain containing 5,-0.324842236,1.42E-07,3692,-0.758140631,2.22E-17,1777,5469,2874
3269,ENSG00000115306,SPTBN1,6711,"spectrin beta, non-erythrocytic 1",-0.212212555,1.06E-11,3150,-0.416746719,4.06E-12,2320,5470,2875
2642,ENSG00000096092,TMEM14A,28978,transmembrane protein 14A,-1.827227692,2.41E-18,2523,-1.752091634,4.19E-08,2948,5471,2876
2192,ENSG00000176371,ZSCAN2,54993,zinc finger and SCAN domain containing 2,-0.997852381,4.11E-25,2073,-0.861414374,5.09E-06,3398,5471,2877
3940,ENSG00000117448,AKR1A1,10327,aldo-keto reductase family 1 member A1,-0.346671241,8.22E-07,3821,-0.833647575,5.24E-19,1652,5473,2878
874,ENSG00000109971,HSPA8,3312,heat shock protein family A (Hsp70) member 8,-0.692864014,3.65E-74,755,-0.395466873,0.01539549,4719,5474,2879
1926,ENSG00000112514,CUTA,51596,cutA divalent cation tolerance homolog,-1.105829822,4.09E-31,1807,-0.585623008,4.86E-05,3668,5475,2880
1997,ENSG00000144747,TMF1,7110,TATA element modulatory factor 1,0.622867815,1.22E-29,1878,0.460851128,3.31E-05,3601,5479,2881
945,ENSG00000159164,SV2A,9900,synaptic vesicle glycoprotein 2A,-0.707987508,6.16E-69,826,-0.294930964,0.011993657,4654,5480,2882
1624,ENSG00000091947,TMEM101,84336,transmembrane protein 101,-0.864029986,3.39E-39,1505,-0.571400684,0.000352319,3976,5481,2883
3256,ENSG00000241058,NSUN6,221078,NOP2/Sun RNA methyltransferase 6,0.874422633,7.45E-12,3137,1.119186639,5.99E-12,2345,5482,2884
2635,ENSG00000013441,CLK1,1195,CDC like kinase 1,0.557757592,1.85E-18,2516,1.629022509,5.14E-08,2966,5482,2885
4675,ENSG00000152894,PTPRK,5796,protein tyrosine phosphatase receptor type K,0.211790256,0.002220178,4556,1.013979533,6.94E-35,928,5484,2886
2898,ENSG00000198727,CYTB,4519,cytochrome b,-1.01783842,1.81E-15,2779,-1.923011765,2.10E-09,2705,5484,2887
3265,ENSG00000117036,ETV3,2117,ETS variant transcription factor 3,0.409986435,8.92E-12,3146,0.662784319,5.15E-12,2339,5485,2888
2267,ENSG00000117318,ID3,3399,inhibitor of DNA binding 3,-0.65928635,7.17E-24,2148,-0.703113174,2.83E-06,3337,5485,2889
3424,ENSG00000154511,DIPK1A,388650,divergent protein kinase domain 1A,-0.784670134,2.53E-10,3305,-0.638656901,2.09E-13,2182,5487,2890
3438,ENSG00000185164,NOMO2,283820,NODAL modulator 2,0.540359276,2.88E-10,3319,1.032477214,1.85E-13,2172,5491,2891
4025,ENSG00000139233,LLPH,84298,"LLP homolog, long-term synaptic facilitation factor",0.296203455,2.78E-06,3906,0.807988456,7.38E-20,1587,5493,2892
3865,ENSG00000141858,SAMD1,90378,sterile alpha motif domain containing 1,-0.305580387,2.89E-07,3746,-1.033232717,8.85E-18,1747,5493,2893
1745,ENSG00000122862,SRGN,5552,serglycin,1.128587611,1.18E-35,1626,1.732404802,0.000186681,3871,5497,2894
2123,ENSG00000106682,EIF4H,7458,eukaryotic translation initiation factor 4H,-0.394471472,1.80E-26,2004,-0.259897159,1.17E-05,3494,5498,2895
3479,ENSG00000196369,SRGAP2B,647135,SLIT-ROBO Rho GTPase activating protein 2B,0.211874111,6.15E-10,3360,0.753010332,9.97E-14,2140,5500,2896
3387,ENSG00000163214,DHX57,90957,DExH-box helicase 57,0.351441211,1.12E-10,3268,0.458179462,6.48E-13,2233,5501,2897
2888,ENSG00000128245,YWHAH,7533,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,-0.37997852,1.34E-15,2769,-0.583223609,2.78E-09,2732,5501,2898
3418,ENSG00000175606,TMEM70,54968,transmembrane protein 70,0.485674951,2.33E-10,3299,0.98363464,2.95E-13,2203,5502,2899
1292,ENSG00000112531,QKI,9444,"QKI, KH domain containing RNA binding",0.598418385,2.41E-50,1173,0.20319432,0.002580948,4331,5504,2900
1636,ENSG00000250251,PKD1P6,353511,"polycystin 1, transient receptor potential channel interacting pseudogene 6",3.212560018,8.64E-39,1517,1.927910504,0.000383585,3993,5510,2901
3248,ENSG00000177981,ASB8,140461,ankyrin repeat and SOCS box containing 8,-0.50894214,5.95E-12,3129,-1.122296031,1.23E-11,2385,5514,2902
4753,ENSG00000100242,SUN2,25777,Sad1 and UNC84 domain containing 2,-0.198942567,0.004306045,4634,-1.363085256,2.32E-36,883,5517,2903
3871,ENSG00000115255,REEP6,92840,receptor accessory protein 6,-0.59330342,3.32E-07,3752,-1.605810558,1.68E-17,1765,5517,2904
2570,ENSG00000162227,TAF6L,10629,TATA-box binding protein associated factor 6 like,-1.095377938,1.77E-19,2451,-1.30959865,1.61E-07,3068,5519,2905
3870,ENSG00000130312,MRPL34,64981,mitochondrial ribosomal protein L34,-0.39511117,3.18E-07,3751,-1.063823418,1.80E-17,1770,5521,2906
807,ENSG00000118816,CCNI,10983,cyclin I,-0.623573818,3.55E-79,688,-0.173715325,0.025194984,4834,5522,2907
3844,ENSG00000112208,BAG2,9532,BAG cochaperone 2,0.322343195,2.19E-07,3725,1.052004712,4.70E-17,1799,5524,2908
4550,ENSG00000175505,CLCF1,23529,cardiotrophin like cytokine factor 1,0.421586275,0.000906392,4431,1.764862896,1.59E-29,1094,5525,2909
2397,ENSG00000151348,EXT2,2132,exostosin glycosyltransferase 2,-0.502851562,8.15E-22,2278,-0.383238591,1.17E-06,3251,5529,2910
2400,ENSG00000033178,UBA6,55236,ubiquitin like modifier activating enzyme 6,0.909748607,8.86E-22,2281,0.901947037,1.17E-06,3250,5531,2911
2136,ENSG00000138430,OLA1,29789,Obg like ATPase 1,-0.519312858,3.02E-26,2017,-0.348735226,1.45E-05,3514,5531,2912
3472,ENSG00000141696,P3H4,10609,prolyl 3-hydroxylase family member 4 (inactive),-0.31375327,5.47E-10,3353,-0.669914646,2.09E-13,2181,5534,2913
2485,ENSG00000132718,SYT11,23208,synaptotagmin 11,-0.838046407,1.36E-20,2366,-0.903626661,4.87E-07,3174,5540,2914
3234,ENSG00000233276,GPX1,2876,glutathione peroxidase 1,0.373165308,4.35E-12,3115,0.662195202,2.79E-11,2428,5543,2915
2058,ENSG00000181817,LSM10,84967,"LSM10, U7 small nuclear RNA associated",0.737751032,4.70E-28,1939,0.379303455,3.38E-05,3606,5545,2916
1973,ENSG00000134108,ARL8B,55207,ADP ribosylation factor like GTPase 8B,0.995727871,3.53E-30,1854,0.616016387,5.56E-05,3693,5547,2917
2255,ENSG00000157399,ARSL,415,arylsulfatase L,-1.645423421,4.47E-24,2136,-1.005286843,5.88E-06,3415,5551,2918
3750,ENSG00000261740,BOLA2-SMG1P6,107282092,BOLA2-SMG1P6 readthrough,0.499228919,5.20E-08,3631,0.825511737,8.47E-16,1921,5552,2919
1312,ENSG00000117280,RAB29,8934,"RAB29, member RAS oncogene family",1.064131005,2.52E-49,1193,0.22665023,0.003069854,4362,5555,2920
3379,ENSG00000153531,ADPRHL1,113622,ADP-ribosylhydrolase like 1,-1.151219655,1.02E-10,3260,-0.922961671,2.38E-12,2296,5556,2921
4383,ENSG00000261796,ISY1-RAB43,100534599,ISY1-RAB43 readthrough,0.394192962,0.000171882,4264,1.265941382,4.94E-25,1294,5558,2922
3155,ENSG00000177951,BET1L,51272,Bet1 golgi vesicular membrane trafficking protein like,0.383930746,7.61E-13,3036,0.614750226,1.54E-10,2527,5563,2923
1087,ENSG00000099341,PSMD8,5714,"proteasome 26S subunit, non-ATPase 8",0.488033181,4.07E-61,968,0.249572034,0.009390206,4596,5564,2924
2146,ENSG00000085224,ATRX,546,ATRX chromatin remodeler,-0.563789792,5.26E-26,2027,-0.528481245,2.17E-05,3546,5573,2925
1836,ENSG00000159199,ATP5MC1,516,ATP synthase membrane subunit c locus 1,-0.871226692,2.81E-33,1717,-0.429696439,0.000173549,3858,5575,2926
4822,ENSG00000185339,TCN2,6948,transcobalamin 2,0.464625808,0.007921779,4703,1.783809746,8.86E-37,873,5576,2927
1906,ENSG00000164715,LMTK2,22853,lemur tyrosine kinase 2,0.552284299,1.63E-31,1787,0.502537358,0.000119117,3792,5579,2928
2767,ENSG00000128923,MINDY2,54629,MINDY lysine 48 deubiquitinase 2,-0.514481519,8.31E-17,2648,-0.78396948,3.61E-08,2932,5580,2929
4760,ENSG00000042493,CAPG,822,"capping actin protein, gelsolin like",0.129906626,0.004428831,4641,1.055102533,2.74E-34,942,5583,2930
4130,ENSG00000169258,GPRIN1,114787,G protein regulated inducer of neurite outgrowth 1,-0.586340035,1.10E-05,4011,-2.275804267,4.61E-20,1572,5583,2931
884,ENSG00000180626,ZNF594,84622,zinc finger protein 594,1.656324125,2.26E-73,765,0.418816617,0.023988061,4820,5585,2932
3582,ENSG00000152518,ZFP36L2,678,ZFP36 ring finger protein like 2,0.35656587,2.78E-09,3463,0.826285718,8.11E-14,2128,5591,2933
4969,ENSG00000138623,SEMA7A,8482,semaphorin 7A (John Milton Hagen blood group),0.271728845,0.024086117,4850,1.56510427,3.28E-42,743,5593,2934
1139,ENSG00000213585,VDAC1,7416,voltage dependent anion channel 1,-0.632841704,3.94E-58,1020,-0.221763234,0.008531455,4574,5594,2935
1231,ENSG00000147677,EIF3H,8667,eukaryotic translation initiation factor 3 subunit H,-1.029746879,4.05E-53,1112,-0.350694745,0.005781135,4483,5595,2936
1913,ENSG00000111653,ING4,51147,inhibitor of growth family member 4,-1.86320279,2.49E-31,1794,-1.004609687,0.000124939,3802,5596,2937
1533,ENSG00000169246,NPIPB3,23117,nuclear pore complex interacting protein family member B3,1.02648064,5.79E-42,1414,1.395083913,0.00108564,4182,5596,2938
729,ENSG00000162836,ACP6,51205,"acid phosphatase 6, lysophosphatidic",1.164693877,2.42E-86,610,0.520569052,0.043831494,4986,5596,2939
3646,ENSG00000120705,ETF1,2107,eukaryotic translation termination factor 1,0.587282369,9.45E-09,3527,1.065725267,2.47E-14,2070,5597,2940
2985,ENSG00000174796,THAP6,152815,THAP domain containing 6,0.715885385,1.41E-14,2866,0.752300159,2.74E-09,2731,5597,2941
2957,ENSG00000131941,RHPN2,85415,rhophilin Rho GTPase binding protein 2,-0.699259562,6.80E-15,2838,-0.741073541,3.79E-09,2760,5598,2942
4635,ENSG00000081087,OSTM1,28962,osteoclastogenesis associated transmembrane protein 1,0.189989663,0.001641843,4516,0.911022694,9.21E-30,1086,5602,2943
4754,ENSG00000151229,SLC2A13,114134,solute carrier family 2 member 13,0.296782527,0.004317946,4635,1.680167029,2.28E-33,971,5606,2944
4656,ENSG00000148848,ADAM12,8038,ADAM metallopeptidase domain 12,-0.269816892,0.001917464,4537,-1.4221615,2.81E-30,1070,5607,2945
3242,ENSG00000184988,TMEM106A,113277,transmembrane protein 106A,1.716987236,4.83E-12,3123,1.54605286,6.72E-11,2485,5608,2946
2260,ENSG00000137266,SLC22A23,63027,solute carrier family 22 member 23,-1.138060117,5.51E-24,2141,-0.881769751,9.91E-06,3468,5609,2947
1172,ENSG00000151364,KCTD14,65987,potassium channel tetramerization domain containing 14,2.080932664,8.48E-56,1053,1.556638825,0.008043172,4556,5609,2948
